Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,51.42,51.82,50.84,51.64,34.84,2186500
2010-01-05,51.5,52.06,50.66,51.86,34.99,2431800
2010-01-06,51.46,51.76,48.98,49.2,33.19,3880000
2010-01-07,49.56,49.8,48.24,48.94,33.02,1777300
2010-01-08,49.2,49.2,47.8,48.48,32.71,2264300
2010-01-11,48.74,48.9,47.52,48.06,32.42,2786600
2010-01-12,47.68,47.84,46.3,46.56,31.41,2158500
2010-01-13,46.72,47.38,45.74,47.14,31.8,2268000
2010-01-14,46.8,48.04,46.04,46.12,31.11,2316900
2010-01-15,46.18,46.64,45.14,45.46,30.67,1785600
2010-01-19,45.42,45.72,44.94,45.5,30.7,2119700
2010-01-20,44.98,45.46,44.02,44.44,29.98,1899200
2010-01-21,44.56,45.54,43.1,44.46,29.99,1955800
2010-01-22,44.34,44.6,43.2,43.54,29.37,2795600
2010-01-25,43.64,44.1,43.42,43.46,29.32,1979700
2010-01-26,43.22,44.88,43.16,44.34,29.91,2118800
2010-01-27,44.02,44.66,43.48,44.24,29.85,1608100
2010-01-28,44.46,45.06,42.8,43.36,29.25,1969300
2010-01-29,43.64,44.42,42.6,42.82,28.89,2480400
2010-02-01,43.02,44.4,42.76,44.2,29.82,2002000
2010-02-02,44.28,44.52,43.32,44.14,29.78,1748200
2010-02-03,43.86,44.32,43.3,44.22,29.83,1382500
2010-02-04,44.18,44.22,42.72,42.8,28.87,1807900
2010-02-05,42.78,43.04,41.56,42.52,28.69,2468500
2010-02-08,42.42,43.8,42.38,42.84,28.9,1393500
2010-02-09,43.52,44.1,42.98,43.76,29.52,2003700
2010-02-10,43.66,45.0,43.4,44.48,30.01,3673900
2010-02-11,42.14,43.1,40.34,42.54,28.7,10262700
2010-02-12,42.62,42.98,41.06,42.7,28.81,3157000
2010-02-16,42.96,44.52,42.7,44.36,29.93,2750000
2010-02-17,44.54,44.78,43.6,43.76,29.52,3859300
2010-02-18,43.74,45.86,43.58,45.7,30.83,3083600
2010-02-19,45.62,45.98,45.12,45.18,30.48,2253000
2010-02-22,45.28,45.44,44.5,44.76,30.2,2197600
2010-02-23,44.58,45.34,43.82,44.84,30.25,2376500
2010-02-24,45.18,45.76,44.78,45.26,30.53,1778400
2010-02-25,44.76,45.0,44.1,44.8,30.22,2322000
2010-02-26,44.68,44.98,44.08,44.48,30.01,3165700
2010-03-01,44.68,46.4,44.34,46.26,31.21,2556500
2010-03-02,46.22,46.7,45.98,46.22,31.18,2593600
2010-03-03,46.3,46.42,45.46,45.74,30.86,2600900
2010-03-04,45.64,46.24,45.22,46.14,31.13,1304100
2010-03-05,46.0,46.76,45.86,46.46,31.34,1742200
2010-03-08,46.06,46.6,45.96,46.26,31.21,1105700
2010-03-09,45.8,46.44,45.56,45.9,31.01,1325200
2010-03-10,45.86,46.54,45.52,46.02,31.09,2161200
2010-03-11,45.7,45.9,44.76,45.8,30.95,2185900
2010-03-12,45.9,45.9,44.56,44.62,30.15,2466000
2010-03-15,44.64,45.38,44.32,45.26,30.58,2054800
2010-03-16,45.26,45.7,44.6,45.52,30.76,2783700
2010-03-17,45.98,46.24,45.64,45.8,30.95,1798400
2010-03-18,45.22,45.96,45.14,45.4,30.68,1788200
2010-03-19,45.38,45.78,45.06,45.38,30.66,3214500
2010-03-22,45.32,46.94,44.66,46.9,31.69,3318500
2010-03-23,46.52,46.92,45.42,45.82,30.96,3202300
2010-03-24,45.6,46.14,45.42,45.6,30.81,1475200
2010-03-25,45.84,46.62,45.66,45.76,30.92,1834400
2010-03-26,45.92,46.3,45.28,45.88,31.0,2250500
2010-03-29,45.9,49.74,45.84,48.7,32.9,5285000
2010-03-30,48.46,49.44,48.4,48.72,32.92,2429900
2010-03-31,48.62,50.4,48.32,49.9,33.72,3200100
2010-04-01,50.06,50.42,48.76,48.86,33.01,2095900
2010-04-05,48.88,50.18,48.64,50.08,33.84,1948700
2010-04-06,49.72,51.36,49.5,50.58,34.18,3204800
2010-04-07,50.68,51.18,49.5,49.88,33.7,2423900
2010-04-08,49.88,50.08,48.88,49.46,33.42,2442700
2010-04-09,49.58,49.9,48.92,49.14,33.2,1273000
2010-04-12,50.6,51.22,49.14,50.36,34.03,2697700
2010-04-13,52.0,52.18,50.02,50.1,33.85,4927200
2010-04-14,50.18,51.42,50.18,50.96,34.43,3872900
2010-04-15,51.18,51.78,50.62,50.76,34.3,2977500
2010-04-16,50.54,51.1,49.44,49.7,33.58,3282600
2010-04-19,49.26,49.86,48.56,49.42,33.39,2491100
2010-04-20,49.78,50.58,49.52,50.12,33.86,1396900
2010-04-21,49.88,50.22,49.0,49.26,33.28,2352000
2010-04-22,48.52,49.52,48.18,49.06,33.15,2497800
2010-04-23,49.0,49.4,48.16,48.36,32.68,2624200
2010-04-26,48.34,50.26,48.22,49.26,33.28,2226700
2010-04-27,48.78,49.96,47.06,47.36,32.0,3783600
2010-04-28,47.5,47.98,46.7,47.0,31.76,2125400
2010-04-29,47.2,49.8,47.2,49.02,33.12,3941700
2010-04-30,49.98,49.98,46.56,47.22,31.91,5419300
2010-05-03,47.22,48.54,47.22,48.32,32.65,3109600
2010-05-04,47.72,47.72,45.98,46.92,31.7,3561400
2010-05-05,46.74,48.0,45.22,47.1,31.82,3768700
2010-05-06,46.52,47.66,44.16,46.12,31.16,4330600
2010-05-07,45.3,46.5,43.46,44.0,29.73,4551500
2010-05-10,45.34,47.34,45.18,47.3,31.96,3391100
2010-05-11,45.98,46.98,44.0,46.36,31.32,3896900
2010-05-12,46.24,47.2,45.86,47.16,31.86,2253800
2010-05-13,46.66,47.5,46.64,47.0,31.76,2569900
2010-05-14,46.64,46.7,44.98,45.6,30.81,2490100
2010-05-17,45.94,46.28,44.78,46.22,31.23,3291700
2010-05-18,46.54,47.78,45.2,45.4,30.68,4252000
2010-05-19,45.06,46.06,44.08,45.28,30.59,3413000
2010-05-20,44.08,44.78,42.82,43.34,29.28,3185500
2010-05-21,42.9,44.2,41.9,43.56,29.43,4332800
2010-05-24,43.4,44.36,43.0,43.06,29.09,2903700
2010-05-25,41.72,43.26,41.2,43.22,29.25,3801900
2010-05-26,43.5,44.1,42.94,43.28,29.29,2641000
2010-05-27,44.5,44.5,43.38,44.08,29.83,2508900
